Date,Stock,Güncel Fiyat,Gelecek 3 Aylık %,Gelecek 1 Yıllık %,Gelecek 6 Aylık %,Gelecek 1 Aylık %,Gelecek 1 Haftalık %,Gelecek 1 Günlük %
2013-02-12,USAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-12,ABBV,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-12,AB,17.43,25.59,22.43,17.73,24.84,30.81,-0.0
2013-02-12,SHW,51.27,8.94,19.3,16.1,8.98,6.68,-0.0
2013-02-12,VNO-PL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-12,VIPS,1.78,67.32,369.06,63.51,45.01,36.66,-0.0
2013-02-13,BFAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-13,NCLH,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-13,USAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-13,FWONA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-13,MANU,14.05,19.57,10.53,14.8,18.58,32.53,-0.0
2013-02-13,VLO,31.19,31.8,61.6,9.82,27.26,31.68,-0.0
2013-02-13,GMAB,1.4,67.71,179.57,103.57,30.57,30.57,-0.0
2013-02-13,AWR,23.99,16.59,19.76,12.46,14.17,8.92,-0.0
2013-02-13,ABBV,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-13,SHW,51.27,8.94,19.3,16.1,9.93,3.58,-0.0
2013-02-13,AB,17.43,25.59,22.43,17.73,28.57,26.1,-0.0
2013-02-13,VIPS,1.78,67.32,369.06,63.51,37.0,30.94,-0.0
2013-02-14,ZTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-14,BCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-14,NCLH,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-14,FWONA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-14,USAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-14,MANU,14.05,19.57,10.53,14.8,18.79,30.75,31.74
2013-02-14,ABBV,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-14,AB,17.43,25.59,22.43,17.73,24.96,27.08,22.78
2013-02-14,AWR,23.99,16.59,19.76,12.46,15.17,8.36,7.38
2013-02-14,SHW,51.27,8.94,19.3,16.1,9.91,1.36,8.37
2013-02-14,GMAB,1.4,67.71,179.57,103.57,30.57,30.57,30.57
2013-02-14,VLO,31.19,31.8,61.6,9.82,28.49,33.44,38.6
2013-02-14,VIPS,1.78,67.32,369.06,63.51,47.76,26.96,39.57
2013-02-15,ZTS,33.98,-4.09,-3.8,-9.92,-1.59,-4.09,-0.0
2013-02-15,BCC,27.94,13.14,5.51,-8.16,16.79,-4.08,-0.0
2013-02-15,NCLH,30.27,-1.12,17.18,2.25,-1.49,-0.93,-0.0
2013-02-15,USAC,18.4,8.15,45.65,29.84,7.39,-0.33,-0.0
2013-02-15,DINO,55.55,-7.58,-10.55,-26.66,-4.75,-0.09,-0.0
2013-02-15,MANU,18.51,-9.24,-16.1,-12.86,-10.48,-0.81,-0.0
2013-02-15,GMAB,1.83,28.45,114.11,55.91,-0.0,-0.0,-0.0
2013-02-15,AB,21.4,2.29,-0.28,-4.11,2.99,4.58,-0.0
2013-02-15,AWR,25.76,8.58,11.53,4.74,6.52,1.69,-0.0
2013-02-15,SHW,55.57,0.52,10.08,7.13,1.19,-5.31,-0.0
2013-02-15,VLO,43.23,-4.91,16.59,-20.77,-6.58,-2.58,-0.0
2013-02-15,VIPS,2.49,19.88,236.06,17.15,14.38,-1.93,-0.0
2013-02-15,FWONA,20.25,-0.28,31.7,14.94,-0.64,-3.55,-0.0
2013-02-18,No Stocks Captured,,,,,,,
2013-02-19,SBSW,6.03,-8.62,21.46,-50.89,-5.04,-0.33,-6.67
2013-02-19,AX,8.87,1.35,144.58,29.61,-0.54,-6.79,-1.75
2013-02-19,ZTS,33.84,-3.69,-10.55,-9.54,-3.07,-5.32,-3.31
2013-02-19,BCC,27.72,14.03,10.82,-7.43,20.06,-3.86,-3.32
2013-02-19,NRG,24.53,8.03,17.08,7.05,5.87,-2.85,-2.08
2013-02-19,NHI,66.17,-0.7,-8.15,-8.8,-0.79,-1.41,-1.25
2013-02-19,CAG,26.03,6.49,-12.74,4.96,5.41,1.11,0.6
2013-02-19,PIPR,41.42,-18.66,-3.14,-23.08,-10.67,-7.94,-1.57
2013-02-19,NCLH,31.19,-4.04,7.6,-0.77,-2.98,-3.14,-1.25
2013-02-19,USAC,18.4,8.15,42.55,29.84,4.35,0.27,-0.76
2013-02-19,BFAM,28.55,17.06,34.33,17.3,17.93,-2.0,1.89
2013-02-19,VLO,43.63,-5.78,16.3,-21.5,-7.35,-5.87,-5.87
2013-02-19,MANU,18.82,-10.73,-22.16,-14.29,-11.69,-7.92,-1.06
2013-02-19,AWR,26.26,6.49,8.59,2.72,6.7,-0.44,-0.51
2013-02-19,DINO,56.32,-8.84,-18.52,-27.66,-9.02,-3.59,-4.62
2013-02-19,ALNY,24.7,-4.74,228.87,33.56,-2.96,-4.49,-3.16
2013-02-19,PHM,19.95,0.85,-0.8,-4.21,4.36,-4.51,-6.77
2013-02-19,GMAB,1.83,28.45,140.7,55.91,-0.0,-0.0,-0.0
2013-02-19,FWONA,20.18,0.05,22.57,15.31,-0.34,-3.37,-0.77
2013-02-20,MPLX,35.01,7.68,38.82,5.26,5.71,-5.83,-2.14
2013-02-20,BCC,26.8,17.95,11.64,-4.25,25.11,0.75,-1.83
2013-02-20,ZTS,32.72,-0.4,-9.08,-6.45,2.41,-1.22,-0.49
2013-02-20,WFC-PL,1265.5,2.0,-6.62,-5.04,1.62,-0.16,-0.04
2013-02-20,GILD,41.88,14.57,97.47,23.33,6.3,2.41,-0.81
2013-02-20,AX,8.72,3.15,143.99,31.92,2.24,-5.1,-3.81
2013-02-20,NCLH,30.8,-2.82,8.28,0.49,-0.97,-1.75,-1.07
2013-02-20,SBSW,5.63,-2.09,27.35,-47.39,-4.53,2.61,-0.0
2013-02-20,USAC,18.26,8.98,44.03,30.83,5.04,1.7,-1.26
2013-02-20,PIPR,40.77,-17.37,-2.45,-21.85,-8.27,-4.15,-5.57
2013-02-20,NRG,24.02,10.32,18.78,9.33,8.16,-0.08,-0.29
2013-02-20,NHI,65.34,0.57,-6.37,-7.64,0.57,-0.66,0.46
2013-02-20,CAG,26.19,5.85,-14.0,4.34,5.74,1.31,0.21
2013-02-20,ALNY,23.92,-1.63,230.85,37.92,1.42,-1.63,-2.09
2013-02-20,VLO,41.07,0.09,22.96,-16.6,-0.58,2.36,1.34
2013-02-20,GMAB,1.83,28.45,146.39,55.91,-0.0,-0.0,-0.0
2013-02-20,MANU,18.62,-9.77,-22.29,-13.37,-10.37,-6.02,-1.34
2013-02-20,DINO,53.72,-4.43,-14.63,-24.16,-1.49,3.67,1.45
2013-02-20,BFAM,29.09,14.88,30.39,15.13,19.49,-3.85,-2.54
2013-02-20,PHM,18.6,8.17,5.7,2.74,14.95,3.76,0.81
2013-02-20,AWR,26.13,7.04,7.19,3.25,6.85,-0.4,-0.52
2013-02-20,FWONA,20.03,0.82,23.06,16.2,0.45,-2.11,-2.16
2013-02-21,BERY,17.39,0.53,24.13,19.8,0.37,1.48,-1.21
2013-02-21,MPC,40.29,11.47,9.13,-12.67,10.51,2.84,1.17
2013-02-21,BCC,26.31,20.14,13.91,-2.47,27.71,3.0,1.86
2013-02-21,ZTS,32.56,0.09,-7.95,-5.99,2.79,2.73,0.09
2013-02-21,AMCR,9.59,-0.31,2.19,-3.65,-0.83,-0.31,-0.0
2013-02-21,PPBI,12.0,8.33,32.75,1.5,6.92,-0.25,0.5
2013-02-21,USAC,18.03,10.37,46.37,32.5,6.1,3.44,1.72
2013-02-21,NCLH,30.47,-1.77,10.9,1.58,-1.44,1.67,-1.58
2013-02-21,AX,8.39,7.25,158.26,37.15,5.52,0.39,0.24
2013-02-21,SBSW,5.63,-2.09,36.06,-47.39,-4.36,-1.39,2.09
2013-02-21,PHM,18.75,7.31,6.77,1.92,11.84,2.29,0.8
2013-02-21,GILD,41.54,15.5,99.35,24.34,7.22,2.84,2.19
2013-02-21,WFC-PL,1264.99,2.04,-6.79,-5.0,2.06,0.24,0.1
2013-02-21,PIPR,38.5,-12.49,3.14,-17.25,-8.44,0.18,2.08
2013-02-21,NRG,23.95,10.65,19.92,9.65,7.43,0.21,0.33
2013-02-21,ALNY,23.42,0.47,261.66,40.86,1.2,1.15,0.09
2013-02-21,NHI,65.64,0.11,-7.21,-8.06,-0.06,-1.28,0.49
2013-02-21,CAG,26.24,5.63,-15.3,4.12,4.18,1.16,0.59
2013-02-21,MANU,18.37,-8.55,-20.52,-12.19,-9.58,-4.57,-0.05
2013-02-21,DINO,54.5,-5.8,-16.22,-25.25,-4.84,3.12,1.83
2013-02-21,BFAM,28.35,17.88,33.76,18.13,25.26,-1.38,-0.6
2013-02-21,RH,36.78,-4.76,65.06,105.74,-5.06,4.98,0.63
2013-02-21,FWONA,19.59,3.04,26.96,18.76,3.19,0.47,-0.33
2013-02-22,BERY,17.18,13.58,27.79,21.27,2.41,2.51,1.12
2013-02-22,BCC,26.8,10.67,11.98,-4.25,22.76,2.46,1.46
2013-02-22,MPC,40.76,1.41,7.09,-13.68,11.5,4.27,-2.76
2013-02-22,ZTS,32.59,4.02,-9.14,-6.08,1.63,6.17,-1.6
2013-02-22,WFC-PL,1266.25,5.53,-6.89,-5.09,1.56,0.45,0.49
2013-02-22,CG,34.18,-11.67,8.25,-26.24,-10.33,-9.04,-5.65
2013-02-22,AX,8.4,20.11,156.93,36.82,5.74,1.13,-2.71
2013-02-22,NCLH,29.99,5.24,14.27,3.2,0.63,3.33,2.63
2013-02-22,USAC,18.34,19.85,45.53,30.26,4.69,1.96,-0.98
2013-02-22,SBSW,5.75,-50.34,35.84,-48.46,-8.87,-0.0,3.41
2013-02-22,PIPR,39.3,-7.99,0.51,-18.93,-10.79,-2.44,-2.47
2013-02-22,GILD,42.45,32.63,94.56,21.67,7.21,2.36,-0.85
2013-02-22,AMCR,9.59,0.42,-0.0,-3.65,-0.83,-5.53,0.21
2013-02-22,NHI,65.96,8.25,-7.81,-8.51,-0.83,-0.18,-2.23
2013-02-22,NRG,24.03,16.56,18.85,9.28,7.28,-0.12,-1.58
2013-02-22,CAG,26.4,5.9,-15.98,3.51,3.57,1.12,-1.18
2013-02-22,MANU,18.36,-3.27,-21.02,-12.15,-9.59,-5.39,-2.34
2013-02-22,DINO,55.5,-11.1,-16.88,-26.59,-7.06,2.61,-1.62
2013-02-22,ALNY,23.44,17.06,286.69,40.74,1.66,1.28,-1.83
2013-02-22,PHM,18.9,26.72,7.78,1.11,9.26,1.85,-4.66
2013-02-22,BFAM,28.18,20.55,37.51,18.84,23.67,-0.67,-0.64
2013-02-22,PPBI,12.06,-0.0,32.42,1.0,7.55,-1.41,-0.75
2013-02-25,BERY,17.37,12.32,26.0,19.93,2.64,0.63,2.48
2013-02-25,BCC,27.19,7.91,10.41,-5.63,22.29,1.99,-1.99
2013-02-25,MPC,39.64,6.71,11.15,-11.23,13.76,13.26,1.6
2013-02-25,AX,8.18,23.54,172.24,40.63,8.71,4.1,1.13
2013-02-25,WFC-PL,1272.5,4.77,-6.57,-5.56,1.22,1.11,-0.9
2013-02-25,ZTS,32.07,5.11,-7.39,-4.55,1.22,7.11,-0.09
2013-02-25,NCLH,30.78,4.06,10.82,0.55,-4.22,-1.07,-1.85
2013-02-25,SBSW,5.94,-52.81,35.48,-50.17,-13.04,-7.1,1.16
2013-02-25,ALNY,23.01,19.77,281.05,43.37,2.43,4.48,2.52
2013-02-25,PHM,18.02,31.02,13.32,6.05,12.93,9.43,5.72
2013-02-25,CG,32.25,-6.17,17.33,-21.83,-4.74,-5.43,-1.27
2013-02-25,CAG,26.09,6.5,-14.86,4.74,4.92,3.49,0.89
2013-02-25,NHI,64.49,10.37,-4.93,-6.42,1.44,3.38,1.16
2013-02-25,NRG,23.65,18.77,22.11,11.04,8.63,2.03,0.76
2013-02-25,PIPR,38.33,-5.4,3.86,-16.88,-9.99,-1.15,-0.52
2013-02-25,GILD,42.09,32.43,98.55,22.71,6.87,4.23,0.38
2013-02-25,AMCR,9.61,0.21,-0.21,-3.85,-0.0,-7.8,-1.14
2013-02-25,BFAM,28.0,22.54,38.11,19.61,23.21,-0.0,-0.07
2013-02-25,PPBI,11.97,-0.17,35.76,1.75,6.18,2.09,-0.17
2013-02-26,BERY,17.81,9.7,23.31,17.02,-0.05,-1.13,-0.0
2013-02-26,BCC,26.65,10.77,9.46,-3.71,25.33,7.43,1.31
2013-02-26,MPC,40.28,2.89,11.6,-12.63,12.89,10.18,2.72
2013-02-26,AX,8.27,21.86,171.92,39.06,8.4,5.17,0.03
2013-02-26,ZTS,32.04,3.12,-5.96,-4.46,1.47,7.02,0.87
2013-02-26,WFC-PL,1261.0,5.37,-5.55,-4.7,1.7,2.59,0.2
2013-02-26,NCLH,30.21,5.93,11.32,2.45,-2.22,-0.6,0.17
2013-02-26,SBSW,6.01,-54.65,30.51,-50.73,-9.79,-5.87,-3.92
2013-02-26,CG,31.84,-3.39,18.88,-20.82,-3.42,-3.93,3.61
2013-02-26,BFAM,27.98,25.63,39.6,19.69,22.87,1.32,-0.04
2013-02-26,CAG,26.32,5.41,-15.94,3.81,4.88,2.69,0.8
2013-02-26,NHI,65.24,10.82,-6.02,-7.5,0.09,2.56,-0.51
2013-02-26,NRG,23.83,18.25,20.9,10.2,8.27,2.73,0.71
2013-02-26,PIPR,38.13,-6.29,4.93,-16.44,-9.42,1.81,2.49
2013-02-26,GILD,42.25,33.66,98.7,22.25,8.31,6.56,1.51
2013-02-26,AMCR,9.5,0.74,0.95,-2.74,0.11,-4.84,0.63
2013-02-26,PPBI,11.95,-0.42,32.8,1.92,6.61,3.77,-0.25
2013-02-27,AMBA,9.75,61.23,233.54,74.05,51.69,18.36,2.15
2013-02-27,BERY,17.81,6.86,24.55,17.02,-1.24,-0.67,-0.88
2013-02-27,AX,8.27,18.62,184.35,39.01,9.31,6.04,1.75
2013-02-27,BCC,27.0,8.74,11.67,-4.96,26.63,7.22,0.37
2013-02-27,ZTS,32.32,3.81,-5.94,-5.29,1.3,4.73,3.5
2013-02-27,WFC-PL,1263.48,5.65,-6.53,-4.89,1.7,2.47,0.36
2013-02-27,MPC,41.37,-0.35,6.41,-14.94,8.38,7.01,0.17
2013-02-27,MANH,17.34,5.81,111.73,14.89,6.72,5.1,0.71
2013-02-27,HOMB,8.41,24.75,101.72,54.25,11.62,1.9,0.56
2013-02-27,WTRG,23.22,11.61,6.52,5.69,6.72,2.45,0.38
2013-02-27,FERG,48.1,12.43,20.86,12.43,-0.0,-0.0,-0.0
2013-02-27,SBSW,5.77,-52.46,34.8,-48.73,-3.06,5.6,-3.9
2013-02-27,CG,32.99,-8.7,14.31,-23.58,-8.31,-5.58,-3.97
2013-02-27,GILD,42.89,30.4,95.41,20.42,11.26,5.85,-0.4
2013-02-27,AMCR,9.56,0.1,0.31,-3.35,1.05,-3.56,-0.0
2013-02-27,BLMN,17.67,21.79,42.28,41.43,-0.17,-2.49,-2.6
2013-02-27,PPBI,11.92,0.67,33.22,2.18,7.05,3.69,0.42
2013-02-27,NCLH,30.26,5.09,8.49,2.28,-0.36,-0.79,2.38
2013-02-28,AX,8.42,21.74,180.43,36.62,6.56,4.01,0.98
2013-02-28,WTRG,23.3,11.19,6.51,5.29,7.93,1.79,-0.17
2013-02-28,BCC,27.1,6.2,11.88,-5.31,25.24,12.32,1.33
2013-02-28,ZTS,33.45,-1.82,-8.16,-8.49,-0.15,3.32,3.44
2013-02-28,PPBI,11.97,0.25,32.16,1.75,9.86,5.93,-0.67
2013-02-28,MPC,41.44,-0.63,1.53,-15.08,8.11,6.52,2.57
2013-02-28,MANH,17.47,4.25,119.98,14.09,6.34,5.51,1.32
2013-02-28,HOMB,8.46,24.37,100.12,53.38,11.29,2.45,1.33
2013-02-28,SBSW,5.55,-49.29,40.11,-46.64,-0.18,8.66,3.53
2013-02-28,CG,31.68,-6.0,13.83,-20.42,-4.51,2.78,-1.86
2013-02-28,AMCR,9.56,3.24,0.31,-3.35,2.09,-3.56,-5.23
2013-02-28,BLMN,17.21,28.7,47.12,45.21,3.78,0.93,-1.51
2013-02-28,FERG,48.1,12.43,20.86,12.43,-0.0,-0.0,-0.0
2013-02-28,NCLH,30.98,3.16,7.62,-0.1,-4.29,-2.23,0.03
2013-03-01,AX,8.5,22.47,173.82,98.41,5.53,5.21,0.15
2013-03-01,WTRG,23.26,11.11,8.28,7.22,8.12,2.79,2.75
2013-03-01,MPC,42.51,-3.47,-1.19,-17.66,5.4,4.72,5.62
2013-03-01,BCC,27.46,6.12,7.76,-15.44,23.6,9.47,0.98
2013-03-01,ZTS,34.6,-3.29,-10.35,-13.29,-3.47,-1.47,-0.72
2013-03-01,WFC-PL,1271.94,4.96,-7.39,-11.32,1.32,1.9,1.15
2013-03-01,ALL,46.35,5.13,17.07,6.56,5.87,2.31,0.41
2013-03-01,FERG,48.1,12.43,20.86,8.01,-0.0,-0.0,-0.0
2013-03-01,MANH,17.69,2.68,114.13,24.19,4.96,4.18,1.96
2013-03-01,HOMB,8.57,23.91,95.69,57.38,9.83,1.46,-1.11
2013-03-01,SBSW,5.75,-48.63,36.69,-32.76,-3.58,7.85,-3.92
2013-03-01,CG,31.09,-3.18,16.66,-17.34,-2.7,7.59,-1.9
2013-03-01,ABBV,37.81,20.18,34.65,13.73,7.86,-1.24,1.14
2013-03-01,NCLH,30.99,3.74,10.58,3.16,-4.32,-2.23,-1.74
2013-03-04,WTRG,23.9,8.13,3.5,2.84,4.82,0.97,0.27
2013-03-04,ZTS,34.35,-2.59,-9.78,-13.04,-5.12,-0.49,-0.17
2013-03-04,TAK,26.44,-12.22,-11.08,-11.76,-3.56,0.91,-0.08
2013-03-04,MPC,44.9,-8.61,-7.15,-23.1,0.04,-2.12,-1.16
2013-03-04,BCC,27.73,5.08,4.58,-16.52,13.99,7.07,3.25
2013-03-04,FERG,48.1,12.43,25.58,8.01,-0.0,-0.0,-0.0
2013-03-04,MANH,18.04,0.71,106.4,22.56,1.72,-0.97,1.14
2013-03-04,HOMB,8.48,25.29,97.23,57.43,9.79,1.92,0.88
2013-03-04,WFC-PL,1286.6,3.76,-8.58,-14.5,0.32,0.66,0.54
2013-03-04,ALL,46.54,4.71,16.14,5.16,5.89,2.6,1.44
2013-03-04,BERY,17.48,9.14,29.62,20.27,-0.0,3.83,0.68
2013-03-05,WTRG,23.97,8.31,4.14,2.97,4.54,0.87,-0.77
2013-03-05,ZTS,34.29,-0.09,-9.92,-11.84,-4.96,-1.37,-1.28
2013-03-05,MPC,44.38,-5.63,-4.57,-20.01,1.22,0.27,-0.24
2013-03-05,BCC,28.63,1.68,-0.24,-19.14,10.41,4.58,1.12
2013-03-05,FERG,48.1,12.43,25.58,9.33,-0.0,-0.0,-0.0
2013-03-05,MANH,18.25,1.59,113.4,24.48,0.58,-2.27,-0.11
2013-03-05,HOMB,8.56,26.62,100.53,60.55,8.83,2.63,0.23
2013-03-05,WFC-PL,1293.6,2.82,-8.67,-13.13,-0.22,0.34,0.08
2013-03-05,ALL,47.21,3.41,16.18,3.88,4.38,1.06,0.25
2013-03-05,TAK,26.42,-13.82,-9.95,-11.77,-3.48,0.79,-0.08
2013-03-06,WTRG,23.78,7.0,3.6,2.86,5.35,1.35,-0.27
2013-03-06,MPC,44.27,-5.46,-2.67,-18.85,1.46,-1.93,-0.29
2013-03-06,ZTS,33.85,-2.66,-9.25,-11.82,-3.72,0.44,2.1
2013-03-06,BCC,28.95,0.79,-1.0,-20.0,9.19,4.59,5.15
2013-03-06,FERG,48.1,12.43,28.32,9.33,-0.0,-0.0,-0.0
2013-03-06,MANH,18.23,1.81,112.04,21.99,0.69,-0.63,1.1
2013-03-06,HOMB,8.57,22.1,102.04,57.9,8.57,4.05,1.11
2013-03-06,WFC-PL,1294.69,1.11,-9.24,-12.57,-0.3,0.1,0.33
2013-03-06,ALL,47.33,2.58,16.35,3.15,4.12,1.27,-0.08
2013-03-06,TAK,26.4,-13.9,-9.77,-13.75,-3.41,-0.64,0.11
2013-03-06,ABBV,37.74,16.27,36.99,12.11,8.96,-1.51,-0.66
2013-03-07,MPC,44.14,-5.37,1.36,-15.2,1.76,-0.66,0.84
2013-03-07,ZTS,34.56,-6.71,-10.94,-13.57,-5.7,0.23,-1.36
2013-03-07,BCC,30.44,-1.87,-5.78,-22.63,3.84,4.47,-1.25
2013-03-07,PDI,31.08,-2.19,1.45,-11.29,-0.26,-0.64,-0.39
2013-03-07,WTRG,23.72,6.24,3.29,4.69,5.63,2.09,0.81
2013-03-07,WPC,59.91,9.78,4.36,7.98,9.92,4.56,3.32
2013-03-07,PPBI,12.68,-6.7,29.42,8.28,2.52,-1.1,1.97
2013-03-07,WFC-PL,1298.95,-1.72,-9.16,-12.66,-0.63,-0.51,-0.22
2013-03-07,ALL,47.29,3.26,16.66,4.46,4.21,1.92,0.27
2013-03-07,TAK,26.43,-14.57,-9.69,-12.86,-3.52,1.55,0.45
2013-03-08,RH,38.57,44.85,67.64,82.45,-9.18,-4.07,0.47
2013-03-08,ZTS,34.09,-6.13,-10.3,-11.41,-4.4,-1.91,0.26
2013-03-08,KOF,162.32,-9.84,-41.01,-16.98,-0.07,-1.36,-1.46
2013-03-08,BCC,30.06,-0.0,-3.46,-22.02,5.16,8.55,-1.23
2013-03-08,MPC,44.51,-7.32,1.1,-15.68,0.91,-1.22,-1.27
2013-03-08,PDI,30.96,-2.2,1.13,-9.66,0.13,-1.2,0.45
2013-03-08,PPBI,12.93,-8.66,28.07,6.88,0.54,-3.63,2.55
2013-03-08,WPC,61.9,7.18,-0.68,7.06,6.39,8.31,0.36
2013-03-08,WTRG,23.91,4.01,2.58,5.82,4.78,1.2,0.94
2013-03-08,WFC-PL,1296.15,-3.17,-9.45,-12.1,-0.42,-0.45,-0.08
2013-03-08,ALL,47.42,1.73,17.48,3.9,3.92,1.18,0.7
2013-03-08,TAK,26.55,-16.5,-9.83,-12.96,-3.95,2.86,0.49
2013-03-11,ZTS,34.18,-4.18,-11.21,-12.81,-4.65,-3.92,-1.05
2013-03-11,PPBI,13.26,-12.52,24.66,2.19,-1.96,-5.05,-2.41
2013-03-11,BCC,29.69,-2.22,-2.53,-20.31,6.47,8.42,0.84
2013-03-11,MPC,43.94,-6.68,3.63,-14.88,2.21,0.97,1.25
2013-03-11,KOF,159.95,-9.2,-40.06,-17.91,1.41,0.63,1.18
2013-03-11,WPC,62.13,6.2,-1.43,6.45,6.01,7.35,-0.06
2013-03-11,WTRG,24.14,3.15,2.25,4.51,3.81,-0.46,0.17
2013-03-11,TAK,26.68,-16.6,-10.79,-14.17,-4.42,1.42,-0.19
2013-03-12,VIPS,2.59,12.6,455.62,51.49,15.38,10.9,-5.53
2013-03-12,WDAY,62.3,-3.15,61.97,22.01,-1.65,-3.1,0.77
2013-03-12,PPBI,12.94,-8.73,25.12,1.39,0.46,-1.93,-0.77
2013-03-12,ZTS,33.82,-4.2,-10.47,-13.66,-3.64,-3.02,0.53
2013-03-12,MPC,44.49,-9.39,2.58,-17.86,0.94,-0.76,-2.43
2013-03-12,BCC,29.94,-7.88,-4.41,-21.74,5.58,11.16,1.14
2013-03-12,AX,8.6,40.96,194.94,80.88,4.5,2.56,2.53
2013-03-12,KOF,161.84,-10.41,-39.99,-19.63,0.22,-1.12,1.08
2013-03-12,WPC,62.09,4.35,-0.28,4.86,6.07,6.97,1.44
2013-03-12,WTRG,24.18,1.39,0.72,3.94,3.64,-0.1,-0.3
2013-03-13,VIPS,2.44,17.06,534.98,59.08,22.14,19.89,7.86
2013-03-13,RH,37.85,49.8,75.35,82.83,-7.45,-8.19,1.19
2013-03-13,YY,15.98,71.09,414.89,146.12,6.32,5.94,1.63
2013-03-13,PPBI,12.84,-9.58,27.18,1.95,1.25,0.93,-2.34
2013-03-13,WDAY,62.78,-1.11,63.48,19.08,-2.41,-3.92,0.76
2013-03-13,AMN,15.22,-8.61,-6.57,-8.61,2.69,2.56,2.17
2013-03-13,ZTS,34.0,-5.38,-12.65,-13.03,-4.15,-1.44,1.88
2013-03-13,BCC,30.28,-11.92,-5.09,-22.72,4.39,10.73,5.02
2013-03-13,MPC,43.42,-7.95,8.83,-14.73,3.46,4.95,1.0
2013-03-13,AX,8.82,36.98,195.27,82.03,1.93,1.02,-0.28
2013-03-13,KOF,163.58,-14.37,-42.02,-22.97,-0.84,-1.33,-0.59
2013-03-13,WPC,62.98,1.09,-1.59,4.28,4.57,5.33,-0.53
2013-03-13,WTRG,24.1,0.83,2.31,4.61,3.95,1.06,0.46
2013-03-13,WES,32.51,10.34,38.6,19.69,7.35,1.2,-0.62
2013-03-13,WFG,42.78,-11.2,24.04,2.48,2.92,0.91,-0.0
2013-03-13,AMBA,13.31,25.09,122.92,8.04,11.72,-2.78,4.43
2013-03-14,VIPS,2.64,11.76,465.93,53.64,13.24,9.79,8.04
2013-03-14,FANG,24.86,39.1,154.87,62.67,10.22,-2.21,-2.86
2013-03-14,PPBI,12.54,-7.42,31.98,5.58,3.67,2.31,-0.64
2013-03-14,WDAY,63.26,0.38,59.99,18.1,-3.15,-3.4,-0.16
2013-03-14,AMN,15.55,-7.91,-12.73,-9.52,0.51,-1.09,-3.02
2013-03-14,YY,16.24,69.33,400.0,144.52,4.62,4.43,-3.51
2013-03-14,ZTS,34.64,-7.39,-15.56,-14.92,-5.92,-3.38,-3.46
2013-03-14,BCC,31.8,-15.28,-11.01,-26.48,-0.6,5.66,2.61
2013-03-14,KOF,162.62,-11.33,-42.4,-23.61,-0.26,-2.31,-1.54
2013-03-14,MPC,43.85,-5.64,5.53,-16.04,2.43,1.55,0.26
2013-03-14,WPC,62.64,3.41,-1.66,3.96,5.13,4.83,7.02
2013-03-14,WTRG,24.22,1.85,3.69,2.84,3.47,0.46,-0.07
2013-03-14,WFG,42.78,-11.2,12.22,2.48,2.92,0.91,-0.0
2013-03-14,AMBA,13.9,17.63,106.33,6.55,6.98,-6.83,-2.95
2013-03-15,VIPS,2.85,5.13,429.46,52.04,4.81,0.46,-4.78
2013-03-15,WDAY,63.16,3.64,59.77,14.84,-2.99,-1.06,-1.06
2013-03-15,ABBV,38.5,14.29,33.01,10.68,6.81,1.22,-0.88
2013-03-15,AMN,15.08,-0.99,-8.69,-9.81,3.65,2.06,0.33
2013-03-15,YY,15.67,83.66,419.53,151.82,8.42,7.91,0.51
2013-03-15,ZTS,33.44,-5.8,-12.02,-12.83,-2.54,-0.96,-1.79
2013-03-15,BCC,32.63,-16.0,-12.47,-29.21,-3.13,0.83,-1.35
2013-03-15,KOF,160.11,-9.55,-40.88,-25.04,1.31,-1.71,0.52
2013-03-15,MPC,43.97,-4.89,6.88,-17.54,2.16,3.39,0.92
2013-03-15,AMBA,13.49,22.54,106.89,6.3,10.23,-4.37,-8.45
2013-03-15,WFG,42.78,-6.13,9.04,2.48,2.92,3.96,-0.01
2013-03-18,SUN,31.3,-9.23,13.32,-1.31,2.72,3.61,1.12
2013-03-18,VIPS,2.71,14.16,455.35,59.66,10.07,5.35,5.79
2013-03-18,YY,15.75,90.48,417.4,150.54,7.87,9.4,-0.51
2013-03-18,RH,36.66,52.73,81.31,89.66,-4.45,-4.26,-2.37
2013-03-18,WES,32.77,14.89,41.75,20.17,6.5,3.45,-0.55
2013-03-18,WDAY,62.49,5.6,62.54,16.07,-1.95,-0.1,-3.39
2013-03-18,AMN,15.13,-1.39,-6.68,-10.11,3.3,4.1,0.2
