Date,Stock,Güncel Fiyat,Gelecek 3 Aylık %,Gelecek 1 Yıllık %,Gelecek 6 Aylık %,Gelecek 1 Aylık %,Gelecek 1 Haftalık %,Gelecek 1 Günlük %
2013-01-16,LBTYK,29.38,17.48,43.52,18.84,-0.0,-0.0,-0.0
2013-01-16,LYG,3.2,-8.44,66.25,21.88,-0.0,-0.0,-0.0
2013-01-16,MPW,11.96,35.12,2.17,19.65,-0.0,-0.0,-0.0
2013-01-16,MKC-V,31.61,14.28,8.76,11.15,-0.0,-0.0,-0.0
2013-01-16,MKC,31.76,14.45,8.48,11.03,-0.0,-0.0,-0.0
2013-01-16,WST,27.38,15.67,79.21,30.61,-0.0,-0.0,-0.0
2013-01-16,SBAC,70.98,1.58,26.57,4.48,-0.0,-0.0,-0.0
2013-01-16,AXON,8.94,-14.88,77.63,-1.12,-0.0,-0.0,-0.0
2013-01-16,LBTYB,32.24,13.77,40.54,14.9,-0.0,-0.0,-0.0
2013-01-16,KT,16.74,-6.39,-11.17,-7.95,-0.0,-0.0,-0.0
2013-01-17,AMBA,11.15,33.36,203.95,52.2,-0.0,-0.0,-0.0
2013-01-17,GRP-UN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-17,FANG,19.12,43.31,176.57,79.24,-0.0,-0.0,-0.0
2013-01-17,MPLX,31.19,20.87,42.8,18.15,-0.0,-0.0,-0.0
2013-01-17,YY,14.26,19.14,252.59,101.26,-0.0,-0.0,-0.0
2013-01-17,WFG,36.88,19.36,31.9,15.33,-0.0,-0.0,-0.0
2013-01-17,WES,29.95,16.53,31.92,35.89,-0.0,-0.0,-0.0
2013-01-17,SUN,25.16,27.78,31.56,17.25,-0.0,-0.0,-0.0
2013-01-17,VIPS,1.78,67.32,369.06,63.51,-0.0,-0.0,-0.0
2013-01-17,PBF,29.05,27.06,8.3,-15.18,-0.0,-0.0,-0.0
2013-01-17,FNF,13.45,6.62,37.79,1.02,-0.0,-0.0,-0.0
2013-01-17,LPX,19.32,7.76,-4.19,-22.2,-0.0,-0.0,-0.0
2013-01-17,LYG,3.2,-8.44,66.25,21.88,-0.0,-0.0,-0.0
2013-01-17,LBTYK,29.38,17.48,43.52,18.84,-0.0,-0.0,-0.0
2013-01-17,MKC-V,31.61,14.28,8.76,11.15,-0.0,-0.0,-0.0
2013-01-17,MTZ,24.93,13.8,31.25,30.57,-0.0,-0.0,-0.0
2013-01-17,SIM,14.3,-1.75,-14.27,-10.28,-0.0,-0.0,-0.0
2013-01-17,CTRA,24.87,34.24,55.85,41.98,-0.0,-0.0,-0.0
2013-01-17,KT,16.74,-6.39,-11.17,-7.95,-0.0,-0.0,-0.0
2013-01-18,FWONA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-18,AMBA,11.15,33.36,203.95,52.2,-12.11,-0.0,-0.0
2013-01-18,RH,33.73,3.85,99.53,124.34,13.67,-0.0,-0.0
2013-01-18,MPLX,31.19,20.87,42.8,18.15,12.66,-0.0,-0.0
2013-01-18,FANG,19.12,43.31,176.57,79.24,16.63,-0.0,-0.0
2013-01-18,WES,29.95,16.53,31.92,35.89,13.52,-0.0,-0.0
2013-01-18,GRP-UN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-18,WFG,36.88,19.36,31.9,15.33,12.88,-0.0,-0.0
2013-01-18,YY,14.26,19.14,252.59,101.26,11.57,-0.0,-0.0
2013-01-18,SUN,25.16,27.78,31.56,17.25,6.16,-0.0,-0.0
2013-01-18,FNF,13.45,6.62,37.79,1.02,9.77,-0.0,-0.0
2013-01-18,VIPS,1.78,67.32,369.06,63.51,39.57,-0.0,-0.0
2013-01-18,PBF,29.05,27.06,8.3,-15.18,32.29,-0.0,-0.0
2013-01-18,LPX,19.32,7.76,-4.19,-22.2,12.78,-0.0,-0.0
2013-01-18,LYG,3.2,-8.44,66.25,21.88,5.0,-0.0,-0.0
2013-01-18,LBTYK,29.38,17.48,43.52,18.84,2.57,-0.0,-0.0
2013-01-18,MKC-V,31.61,14.28,8.76,11.15,2.58,-0.0,-0.0
2013-01-18,MTZ,24.93,13.8,31.25,30.57,19.86,-0.0,-0.0
2013-01-18,SIM,14.3,-1.75,-14.27,-10.28,-2.45,-0.0,-0.0
2013-01-18,CTRA,24.87,34.24,55.85,41.98,9.19,-0.0,-0.0
2013-01-18,KT,16.74,-6.39,-11.17,-7.95,-3.64,-0.0,-0.0
2013-01-21,No Stocks Captured,,,,,,,
2013-01-22,FWONA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-22,AMBA,11.15,33.36,203.95,52.2,-11.48,-0.0,-0.0
2013-01-22,MPLX,31.19,20.87,42.8,18.15,16.45,-0.0,-0.0
2013-01-22,WFG,36.88,19.36,31.9,15.33,12.88,-0.0,-0.0
2013-01-22,RH,33.73,3.85,99.53,124.34,15.12,-0.0,-0.0
2013-01-22,GRP-UN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-22,FANG,19.12,43.31,176.57,79.24,19.35,-0.0,-0.0
2013-01-22,SUN,25.16,27.78,31.56,17.25,12.76,-0.0,-0.0
2013-01-22,WES,29.95,16.53,31.92,35.89,13.52,-0.0,-0.0
2013-01-22,ASR,114.0,21.54,9.32,-0.47,6.18,-0.0,-0.0
2013-01-22,GRFS,12.97,11.49,39.3,14.42,7.56,-0.0,-0.0
2013-01-22,PBF,29.05,27.06,8.3,-15.18,33.22,-0.0,-0.0
2013-01-22,YY,14.26,19.14,252.59,101.26,16.48,-0.0,-0.0
2013-01-22,VIPS,1.78,67.32,369.06,63.51,36.66,-0.0,-0.0
2013-01-22,FNF,13.45,6.62,37.79,1.02,8.66,-0.0,-0.0
2013-01-22,LPX,19.32,7.76,-4.19,-22.2,13.35,-0.0,-0.0
2013-01-22,CTRA,24.87,34.24,55.85,41.98,11.62,-0.0,-0.0
2013-01-22,KT,16.74,-6.39,-11.17,-7.95,-3.52,-0.0,-0.0
2013-01-22,MTZ,24.93,13.8,31.25,30.57,19.74,-0.0,-0.0
2013-01-22,LBTYK,29.38,17.48,43.52,18.84,1.5,-0.0,-0.0
2013-01-23,AMBA,11.15,33.36,203.95,52.2,-14.89,-0.0,-0.0
2013-01-23,ABBV,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-23,MPLX,31.19,20.87,42.8,18.15,12.25,-0.0,-0.0
2013-01-23,FWONA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-23,WFG,36.88,19.36,31.9,15.33,11.14,-0.0,-0.0
2013-01-23,PBF,29.05,27.06,8.3,-15.18,31.67,-0.0,-0.0
2013-01-23,FANG,19.12,43.31,176.57,79.24,11.3,-0.0,-0.0
2013-01-23,SUN,25.16,27.78,31.56,17.25,10.14,-0.0,-0.0
2013-01-23,WES,29.95,16.53,31.92,35.89,13.52,-0.0,-0.0
2013-01-23,RH,33.73,3.85,99.53,124.34,12.84,-0.0,-0.0
2013-01-23,VIPS,1.78,67.32,369.06,63.51,30.94,-0.0,-0.0
2013-01-23,GRP-UN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-23,YY,14.26,19.14,252.59,101.26,15.78,-0.0,-0.0
2013-01-23,LPX,19.32,7.76,-4.19,-22.2,6.47,-0.0,-0.0
2013-01-23,FNF,13.45,6.62,37.79,1.02,8.28,-0.0,-0.0
2013-01-24,PBF,29.05,27.06,8.3,-15.18,31.39,-0.0,-0.0
2013-01-24,FWONA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-24,FANG,19.12,43.31,176.57,79.24,8.42,-0.0,-0.0
2013-01-24,AMBA,11.15,33.36,203.95,52.2,-16.5,-0.0,-0.0
2013-01-24,WES,29.95,16.53,31.92,35.89,12.15,-0.0,-0.0
2013-01-24,VIPS,1.78,67.32,369.06,63.51,26.96,-0.0,-0.0
2013-01-24,MPLX,31.19,20.87,42.8,18.15,9.84,-0.0,-0.0
2013-01-24,ABBV,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-24,WFG,36.88,19.36,31.9,15.33,10.49,-0.0,-0.0
2013-01-24,SUN,25.16,27.78,31.56,17.25,9.1,-0.0,-0.0
2013-01-24,YY,14.26,19.14,252.59,101.26,19.5,-0.0,-0.0
2013-01-24,GRP-UN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-24,LPX,19.32,7.76,-4.19,-22.2,6.31,-0.0,-0.0
2013-01-24,FNF,13.45,6.62,37.79,1.02,9.34,-0.0,-0.0
2013-01-25,PAC,57.17,6.26,-6.91,-12.4,9.81,-0.0,-0.0
2013-01-25,PBF,29.05,27.06,8.3,-15.18,38.28,-0.0,-0.0
2013-01-25,FWONA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-25,FANG,19.12,43.31,176.57,79.24,9.73,-0.0,-0.0
2013-01-25,SPSC,18.64,16.66,75.21,48.05,0.62,-0.0,-0.0
2013-01-25,AOS,15.77,13.13,71.05,18.5,11.99,-0.0,-0.0
2013-01-25,TU,16.28,5.4,5.74,-8.9,4.47,-0.0,-0.0
2013-01-25,WES,29.95,16.53,31.92,35.89,12.85,-0.0,-0.0
2013-01-25,VIPS,1.78,67.32,369.06,63.51,36.88,-0.0,-0.0
2013-01-25,SUN,25.16,27.78,31.56,17.25,11.09,-0.0,-0.0
2013-01-25,ABBV,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-25,AMBA,11.15,33.36,203.95,52.2,-14.89,-0.0,-0.0
2013-01-25,MPLX,31.19,20.87,42.8,18.15,8.14,-0.0,-0.0
2013-01-25,YY,14.26,19.14,252.59,101.26,31.63,-0.0,-0.0
2013-01-25,WFG,36.88,19.36,31.9,15.33,10.49,-0.0,-0.0
2013-01-25,GRP-UN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-25,FNF,13.45,6.62,37.79,1.02,9.85,-0.0,-0.0
2013-01-28,PBF,29.05,27.06,8.3,-15.18,35.39,-0.0,-0.0
2013-01-28,FWONA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-28,FANG,19.12,43.31,176.57,79.24,3.24,-0.0,-0.0
2013-01-28,PAC,57.17,6.26,-6.91,-12.4,8.52,-0.0,-0.0
2013-01-28,WES,29.95,16.53,31.92,35.89,13.29,-0.0,-0.0
2013-01-28,VIPS,1.78,67.32,369.06,63.51,59.47,-0.0,-0.0
2013-01-28,SUN,25.16,27.78,31.56,17.25,12.52,-0.0,-0.0
2013-01-28,YY,14.26,19.14,252.59,101.26,34.99,-0.0,-0.0
2013-01-28,AMBA,11.15,33.36,203.95,52.2,-13.99,-0.0,-0.0
2013-01-28,ABBV,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-28,GRP-UN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-28,SPSC,18.64,16.66,75.21,48.05,-2.01,-0.0,-0.0
2013-01-28,MPLX,31.19,20.87,42.8,18.15,7.5,-0.0,-0.0
2013-01-28,TU,16.28,5.4,5.74,-8.9,3.45,-0.0,-0.0
2013-01-28,AOS,15.77,13.13,71.05,18.5,8.47,-0.0,-0.0
2013-01-28,WFG,36.88,19.36,31.9,15.33,10.49,-0.0,-0.0
2013-01-28,FNF,13.45,6.62,37.79,1.02,6.45,-0.0,-0.0
2013-01-29,NCLH,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-29,PBF,29.05,27.06,8.3,-15.18,37.69,-0.0,-0.0
2013-01-29,FWONA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-29,WES,29.95,16.53,31.92,35.89,13.52,-0.0,-0.0
2013-01-29,AMBA,11.15,33.36,203.95,52.2,-12.65,-0.0,-0.0
2013-01-29,YY,14.26,19.14,252.59,101.26,27.28,-0.0,-0.0
2013-01-29,VIPS,1.78,67.32,369.06,63.51,43.5,-0.0,-0.0
2013-01-29,FANG,19.12,43.31,176.57,79.24,4.86,-0.0,-0.0
2013-01-29,ACHC,23.35,28.52,102.7,45.35,13.88,-0.0,-0.0
2013-01-29,LLY,49.32,14.78,3.41,1.7,10.36,-0.0,-0.0
2013-01-29,DXCM,3.4,25.97,160.56,67.99,10.52,-0.0,-0.0
2013-01-29,SUN,25.16,27.78,31.56,17.25,16.26,-0.0,-0.0
2013-01-29,PAC,57.17,6.26,-6.91,-12.4,7.08,-0.0,-0.0
2013-01-29,ABBV,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-29,TU,16.28,5.4,5.74,-8.9,3.45,-0.0,-0.0
2013-01-29,SPSC,18.64,16.66,75.21,48.05,-0.78,-0.0,-0.0
2013-01-29,WFG,36.88,19.36,31.9,15.33,10.49,-0.0,-0.0
2013-01-29,GRP-UN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-29,FNF,13.45,6.62,37.79,1.02,6.67,-0.0,-0.0
2013-01-29,AOS,15.77,13.13,71.05,18.5,11.16,-0.0,-0.0
2013-01-30,USAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-30,WES,29.95,16.53,31.92,35.89,13.46,-0.0,-0.0
2013-01-30,FWONA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-30,VIPS,1.78,67.32,369.06,63.51,48.43,-0.0,-0.0
2013-01-30,YY,14.26,19.14,252.59,101.26,23.77,-0.0,-0.0
2013-01-30,NCLH,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-30,PBF,29.05,27.06,8.3,-15.18,40.03,-0.0,-0.0
2013-01-30,AMBA,11.15,33.36,203.95,52.2,-12.56,-0.0,-0.0
2013-01-30,FANG,19.12,43.31,176.57,79.24,9.62,-0.0,-0.0
2013-01-30,ABBV,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-30,SUN,25.16,27.78,31.56,17.25,14.03,-0.0,-0.0
2013-01-30,MPLX,31.19,20.87,42.8,18.15,5.71,-0.0,-0.0
2013-01-30,AOS,15.77,13.13,71.05,18.5,13.13,-0.0,-0.0
2013-01-30,TU,16.28,5.4,5.74,-8.9,5.99,-0.0,-0.0
2013-01-30,PAC,57.17,6.26,-6.91,-12.4,8.34,-0.0,-0.0
2013-01-30,SPSC,18.64,16.66,75.21,48.05,0.13,-0.0,-0.0
2013-01-30,WFG,36.88,19.36,31.9,15.33,10.49,-0.0,-0.0
2013-01-30,GRP-UN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-30,LLY,49.32,14.78,3.41,1.7,11.11,-0.0,-0.0
2013-01-30,ACHC,23.35,28.52,102.7,45.35,16.49,-0.0,-0.0
2013-01-30,DXCM,3.4,25.97,160.56,67.99,10.23,-0.0,-0.0
2013-01-31,USAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-31,YY,14.26,19.14,252.59,101.26,28.89,-0.0,-0.0
2013-01-31,BERY,14.77,18.41,47.95,41.11,19.53,-0.0,-0.0
2013-01-31,FWONA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-31,WES,29.95,16.53,31.92,35.89,13.42,-0.0,-0.0
2013-01-31,RH,33.73,3.85,99.53,124.34,14.47,-0.0,-0.0
2013-01-31,ABBV,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-31,NCLH,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-31,VIPS,1.78,67.32,369.06,63.51,45.07,-0.0,-0.0
2013-01-31,AMBA,11.15,33.36,203.95,52.2,-10.67,-0.0,-0.0
2013-01-31,PBF,29.05,27.06,8.3,-15.18,43.72,-0.0,-0.0
2013-01-31,FANG,19.12,43.31,176.57,79.24,18.78,-0.0,-0.0
2013-01-31,MPLX,31.19,20.87,42.8,18.15,4.81,-0.0,-0.0
2013-01-31,SUN,25.16,27.78,31.56,17.25,15.82,-0.0,-0.0
2013-01-31,TU,16.28,5.4,5.74,-8.9,5.36,-0.0,-0.0
2013-01-31,PAC,57.17,6.26,-6.91,-12.4,8.36,-0.0,-0.0
2013-01-31,SPSC,18.64,16.66,75.21,48.05,0.32,-0.0,-0.0
2013-01-31,AOS,15.77,13.13,71.05,18.5,13.41,-0.0,-0.0
2013-01-31,LLY,49.32,14.78,3.41,1.7,10.83,-0.0,-0.0
2013-01-31,WFG,36.88,19.36,31.9,15.33,11.64,-0.0,-0.0
2013-01-31,ACHC,23.35,28.52,102.7,45.35,16.57,-0.0,-0.0
2013-01-31,DXCM,3.4,25.97,160.56,67.99,9.79,-0.0,-0.0
2013-02-01,YY,14.26,19.14,252.59,101.26,34.78,-0.0,-0.0
2013-02-01,AMBA,11.15,33.36,203.95,52.2,-5.11,-0.0,-0.0
2013-02-01,RH,33.73,3.85,99.53,124.34,11.35,-0.0,-0.0
2013-02-01,MPLX,31.19,20.87,42.8,18.15,5.42,-0.0,-0.0
2013-02-01,ABBV,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-01,USAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-01,BERY,14.77,18.41,47.95,41.11,19.28,-0.0,-0.0
2013-02-01,NCLH,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-01,VIPS,1.78,67.32,369.06,63.51,44.79,-0.0,-0.0
2013-02-01,VNO-PL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-01,WES,29.95,16.53,31.92,35.89,12.29,-0.0,-0.0
2013-02-01,FANG,19.12,43.31,176.57,79.24,16.84,-0.0,-0.0
2013-02-01,FWONA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-01,ACAD,4.65,69.89,437.42,290.32,36.77,-0.0,-0.0
2013-02-01,GMAB,1.4,67.71,179.57,103.57,30.57,-0.0,-0.0
2013-02-01,PBF,29.05,27.06,8.3,-15.18,42.34,-0.0,-0.0
2013-02-01,SUN,25.16,27.78,31.56,17.25,16.81,-0.0,-0.0
2013-02-01,SPSC,18.64,16.66,75.21,48.05,-0.13,-0.0,-0.0
2013-02-01,LLY,49.32,14.78,3.41,1.7,11.07,-0.0,-0.0
2013-02-01,ACHC,23.35,28.52,102.7,45.35,13.49,-0.0,-0.0
2013-02-01,DXCM,3.4,25.97,160.56,67.99,11.92,-0.0,-0.0
2013-02-01,PAC,57.17,6.26,-6.91,-12.4,7.91,-0.0,-0.0
2013-02-01,AOS,15.77,13.13,71.05,18.5,13.64,-0.0,-0.0
2013-02-01,WFG,36.88,19.36,31.9,15.33,11.64,-0.0,-0.0
2013-02-01,TU,16.28,5.4,5.74,-8.9,5.83,-0.0,-0.0
2013-02-04,AMBA,11.15,33.36,203.95,52.2,-8.97,-0.0,-0.0
2013-02-04,RH,33.73,3.85,99.53,124.34,16.93,-0.0,-0.0
2013-02-04,ABBV,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-04,LBTYB,32.24,13.77,40.54,14.9,9.44,-0.0,-0.0
2013-02-04,VIPS,1.78,67.32,369.06,63.51,42.38,-0.0,-0.0
2013-02-04,YY,14.26,19.14,252.59,101.26,32.82,-0.0,-0.0
2013-02-04,NCLH,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-04,WES,29.95,16.53,31.92,35.89,10.18,-0.0,-0.0
2013-02-04,FANG,19.12,43.31,176.57,79.24,17.1,-0.0,-0.0
2013-02-04,USAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-04,BERY,14.77,18.41,47.95,41.11,18.41,-0.0,-0.0
2013-02-04,FWONA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-04,PBF,29.05,27.06,8.3,-15.18,44.51,-0.0,-0.0
2013-02-04,VNO-PL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-04,SUN,25.16,27.78,31.56,17.25,17.77,-0.0,-0.0
2013-02-04,LLY,49.32,14.78,3.41,1.7,11.03,-0.0,-0.0
2013-02-04,ACHC,23.35,28.52,102.7,45.35,19.23,-0.0,-0.0
2013-02-04,PAC,57.17,6.26,-6.91,-12.4,7.01,-0.0,-0.0
2013-02-04,DXCM,3.4,25.97,160.56,67.99,13.1,-0.0,-0.0
2013-02-04,GMAB,1.4,67.71,179.57,103.57,30.57,-0.0,-0.0
2013-02-05,RH,33.73,3.85,99.53,124.34,17.25,-0.0,-0.0
2013-02-05,ABBV,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-05,BFAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-05,AMBA,11.15,33.36,203.95,52.2,-5.11,-0.0,-0.0
2013-02-05,VIPS,1.78,67.32,369.06,63.51,41.48,-0.0,-0.0
2013-02-05,NCLH,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-05,WES,29.95,16.53,31.92,35.89,10.52,-0.0,-0.0
2013-02-05,FANG,19.12,43.31,176.57,79.24,23.95,-0.0,-0.0
2013-02-05,BERY,14.77,18.41,47.95,41.11,19.22,-0.0,-0.0
2013-02-05,YY,14.26,19.14,252.59,101.26,34.85,-0.0,-0.0
2013-02-05,LBTYB,32.24,13.77,40.54,14.9,9.44,-0.0,-0.0
2013-02-05,FWONA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-05,PBF,29.05,27.06,8.3,-15.18,42.0,-0.0,-0.0
2013-02-05,USAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-05,VNO-PL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-05,SUN,25.16,27.78,31.56,17.25,19.63,-0.0,-0.0
2013-02-05,LLY,49.32,14.78,3.41,1.7,12.61,-0.0,-0.0
2013-02-05,ACHC,23.35,28.52,102.7,45.35,20.0,-0.0,-0.0
2013-02-05,PAC,57.17,6.26,-6.91,-12.4,7.43,-0.0,-0.0
2013-02-05,DXCM,3.4,25.97,160.56,67.99,14.94,-0.0,-0.0
2013-02-05,GMAB,1.4,67.71,179.57,103.57,30.57,-0.0,-0.0
2013-02-06,MPLX,31.19,20.87,42.8,18.15,13.18,-0.0,-0.0
2013-02-06,ABBV,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-06,AMBA,11.15,33.36,203.95,52.2,3.5,-0.0,-0.0
2013-02-06,BERY,14.77,18.41,47.95,41.11,19.78,-0.0,-0.0
2013-02-06,GMAB,1.4,67.71,179.57,103.57,30.57,-0.0,-0.0
2013-02-06,NCLH,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-06,VIPS,1.78,67.32,369.06,63.51,32.17,-0.0,-0.0
2013-02-06,FANG,19.12,43.31,176.57,79.24,23.17,-0.0,-0.0
2013-02-06,FWONA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-06,YY,14.26,19.14,252.59,101.26,40.11,-0.0,-0.0
2013-02-06,WES,29.95,16.53,31.92,35.89,10.95,-0.0,-0.0
2013-02-06,GRFS,12.97,11.49,39.3,14.42,13.0,-0.0,-0.0
2013-02-06,BLMN,15.64,13.49,53.52,59.78,10.17,-0.0,-0.0
2013-02-06,PBF,29.05,27.06,8.3,-15.18,38.69,-0.0,-0.0
2013-02-06,USAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-06,BFAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-06,LBTYB,32.24,13.77,40.54,14.9,9.44,-0.0,-0.0
2013-02-06,VNO-PL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-06,SUN,25.16,27.78,31.56,17.25,22.66,-0.0,-0.0
2013-02-07,RH,33.73,3.85,99.53,124.34,17.25,-0.0,-0.0
2013-02-07,ABBV,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-07,NCLH,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-07,AMBA,11.15,33.36,203.95,52.2,7.35,-0.0,-0.0
2013-02-07,MPLX,31.19,20.87,42.8,18.15,17.35,-0.0,-0.0
2013-02-07,GMAB,1.4,67.71,179.57,103.57,30.57,-0.0,-0.0
2013-02-07,AX,6.95,29.34,182.02,65.41,25.93,-0.0,-0.0
2013-02-07,BERY,14.77,18.41,47.95,41.11,21.33,-0.0,-0.0
2013-02-07,VIPS,1.78,67.32,369.06,63.51,41.2,-0.0,-0.0
2013-02-07,YY,14.26,19.14,252.59,101.26,26.23,-0.0,-0.0
2013-02-07,FANG,19.12,43.31,176.57,79.24,28.19,-0.0,-0.0
2013-02-07,FWONA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-07,PBF,29.05,27.06,8.3,-15.18,37.66,-0.0,-0.0
2013-02-07,WES,29.95,16.53,31.92,35.89,10.98,-0.0,-0.0
2013-02-07,USAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-07,BFAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-07,VNO-PL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-07,LBTYB,32.24,13.77,40.54,14.9,9.44,-0.0,-0.0
2013-02-07,SUN,25.16,27.78,31.56,17.25,22.38,-0.0,-0.0
2013-02-08,GMAB,1.4,67.71,179.57,103.57,30.57,30.57,-0.0
2013-02-08,BERY,14.77,18.41,47.95,41.11,22.82,16.98,-0.0
2013-02-08,ABBV,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-08,RH,33.73,3.85,99.53,124.34,14.35,13.67,-0.0
2013-02-08,NCLH,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-08,AMBA,11.15,33.36,203.95,52.2,21.79,-12.11,-0.0
2013-02-08,MPLX,31.19,20.87,42.8,18.15,20.26,12.66,-0.0
2013-02-08,VIPS,1.78,67.32,369.06,63.51,36.43,39.57,-0.0
2013-02-08,BLMN,15.64,13.49,53.52,59.78,11.89,15.66,-0.0
2013-02-08,PBF,29.05,27.06,8.3,-15.18,35.8,32.29,-0.0
2013-02-08,YY,14.26,19.14,252.59,101.26,21.6,11.57,-0.0
2013-02-08,FANG,19.12,43.31,176.57,79.24,30.23,16.63,-0.0
2013-02-08,FWONA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-08,WES,29.95,16.53,31.92,35.89,10.48,13.52,-0.0
2013-02-08,AX,6.95,29.34,182.02,65.41,28.62,28.3,-0.0
2013-02-08,USAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-08,BFAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-08,VNO-PL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-08,LBTYB,32.24,13.77,40.54,14.9,13.55,5.75,-0.0
2013-02-08,SUN,25.16,27.78,31.56,17.25,22.5,6.16,-0.0
2013-02-11,AWR,23.99,16.59,19.76,12.46,14.69,7.38,-0.0
2013-02-11,NCLH,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-11,BFAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-11,FWONA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-11,ABBV,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-11,USAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-11,SHW,51.27,8.94,19.3,16.1,9.04,8.37,-0.0
2013-02-11,AB,17.43,25.59,22.43,17.73,28.74,22.78,-0.0
2013-02-11,VNO-PL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-11,VIPS,1.78,67.32,369.06,63.51,44.34,39.57,-0.0
2013-02-12,AWR,23.99,16.59,19.76,12.46,14.44,9.48,-0.0
2013-02-12,BFAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-12,MANU,14.05,19.57,10.53,14.8,18.86,33.95,-0.0
2013-02-12,NCLH,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-12,FWONA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
